Code,ID,Annotation
S,ENOG410JVKU,glycine-rich protein
K,ENOG410JVKP,Myb-like DNA-binding domain
S,ENOG410JVKQ,X8 domain
S,ENOG410JVKR,NA
S,ENOG410JVKS,NA
S,ENOG410JKR3,NA
S,ENOG410K0YE,PHD-finger
L,ENOG410IH3K,Deoxyribonuclease I-like 1
S,ENOG410IH3J,Protein of unknown function (DUF3493)
S,ENOG410IH3I,DUF803 domain-containing protein
G,ENOG410IH3H,shikimate kinase
S,ENOG410IH3N,GEM-like protein
E,ENOG410IH3M,Conserved hypothetical protein
O,ENOG410IH3C,Complement component 9
S,ENOG410IH3B,domain-containing protein
S,ENOG410IH3A,NAD dependent epimerase dehydratase family protein
T,ENOG410IH3G,LRR receptor-like serine threonine-protein kinase
Z,ENOG410IH3F,Synaptonemal complex protein 1
S,ENOG410IH3E,Violaxanthin
T,ENOG410IH3D,Olfactory receptor
S,ENOG410IH3Z,Transmembrane protein 169
S,ENOG410IH3Y,BTB POZ domain-containing protein
K,ENOG410IH3X,TATA box binding protein (Tbp)-associated factor RNA polymerase I C
S,ENOG410IH3S,poly (ADP-ribose) polymerase family member 10
S,ENOG410IH3R,Methyltransferase domain
S,ENOG410IH3Q,Pfam:DUF593
T,ENOG410IH3P,olfactory receptor family 5 subfamily M member 8
S,ENOG410IH3W,Polysaccharide Lyase family 7
O,ENOG410IH3V,RING
T,ENOG410IH3U,N-terminal EF-hand calcium binding protein
E,ENOG410IH3T,2-haloalkanoic acid dehalogenase
T,ENOG410IH39,Late endosomal lysosomal adaptor MAPK and MTOR activator 1
S,ENOG410IH38,Domain of unknown function (DUF389) 
S,ENOG410IH33,NA
Z,ENOG410IH32,Rab interacting lysosomal protein
S,ENOG410IH31,NA
S,ENOG410IH30,chromosome X open reading frame 57
M,ENOG410IH37,Inherit from COG: Membrane-associated zinc metalloprotease
S,ENOG410IH36,F-box protein 30
S,ENOG410IH35,RNA binding motif protein 41
S,ENOG410IH34,FG-GAP repeat-containing protein
T,ENOG410IFAT,taste receptor type 2
S,ENOG410KI3D,NA
S,ENOG410KI3E,NA
S,ENOG410KI3A,Neurotransmitter-gated ion-channel ligand binding domain
S,ENOG410J03Z,GNAT family acetyltransferase
T,ENOG410J03X,Interferon alpha-inducible protein 6
S,ENOG410J03Y,LSM domain 
S,ENOG410J03V,NA
S,ENOG410J03W,chromosome 1 open reading frame 194
S,ENOG410J03T,Encodes a protein DOMINO1 that belongs to a plant-specific gene family sharing a common motif present in the tomato DEFECTIVE CHLOROPLASTS AND LEAVES (LeDCL) protein. DOMINO1 is located in the nucleus. Arabidopsis embryos carrying the domino1 mutation grow slowly in comparison with wild type embryos and reach only the globular stage at desiccation. The primary defect of the mutation at the cellular level is the large size of the nucleolus that can be observed soon after fertilization in the nuclei of both the embryo and the endosperm. DOMINO1 might have a role in ribosome biogenesis and in determining the rate of cell division
S,ENOG410J03U,Immunoglobulin V-set domain
C,ENOG410J03R,Monomeric isocitrate dehydrogenase
S,ENOG410J03S,NA
U,ENOG410J03P,Cd300 molecule-like family member G
GM,ENOG410J03Q,NmrA-like family
S,ENOG410J03N,fucoxanthin chlorophyll a c
S,ENOG410J03M,Morf4 family associated protein 1
C,ENOG410J03J,PX domain-containing protein YPT35
S,ENOG410J03K,chromosome 12 open reading frame 39
O,ENOG410J03H,As a component of the mitochondrial inner membrane organizing system (MINOS MitOS) complex important for normal mitochondrial morphology (By similarity)
S,ENOG410J03I,NA
S,ENOG410J03F,LURP-one-related 17-like
O,ENOG410J03G,defensin beta 129
S,ENOG410J03D,zinc finger
S,ENOG410J03E,NA
L,ENOG410J03B,Conserved hypothetical protein
S,ENOG410J03C,Protein of unknown function (DUF3237)
S,ENOG410J03A,DUF581 domain containing protein
S,ENOG410JMT3,NA
S,ENOG410J038,NA
S,ENOG410J039,chromosome 1 open reading frame 105
S,ENOG410J036,NA
S,ENOG410J037,MviN-like protein
S,ENOG410J034,NA
K,ENOG410J035,transcription factor
P,ENOG410J032,Phosphoadenosine phosphosulfate reductase family
S,ENOG410J033,Inherit from NOG: RWP-RK domain-containing protein
S,ENOG410J030,Cohesin loading factor
S,ENOG410J031,ZnF_C2HC
S,ENOG410IGVS,Plant organelle RNA recognition domain
S,ENOG410IGVR,CTS telomere maintenance complex component 1
S,ENOG410IGVQ,proline rich 16
S,ENOG410IGVP,G patch domain containing 8
S,ENOG410IGVW,family with sequence similarity 83 member D
Z,ENOG410IGVV,HOOK protein
S,ENOG410IGVU,Metastasis suppressor
S,ENOG410IGVT,transcription factor
O,ENOG410IGVZ,protein prenyltransferase alpha subunit repeat containing 1
K,ENOG410IGVY,Zinc finger protein 326
S,ENOG410IGVX,RWP-RK domain
S,ENOG410IGVC,NA
S,ENOG410IGVB,Pfam:DUF231
G,ENOG410IGVA,pectinesterase
T,ENOG410IGVG,serine threonine-protein kinase
Z,ENOG410IGVF,neuron navigator
S,ENOG410IGVE,Chromosome 1 open reading frame 109
E,ENOG410IGVD,aromatic amino acid family metabolic process
S,ENOG410IGVK,NA
K,ENOG410IGVJ,Transcriptional inhibitor with a significantly increased number of target genes in response to oleate (By similarity)
S,ENOG410IGVI,DUF246 domain-containing protein
S,ENOG410IGVH,F-box domain protein
S,ENOG410IGVN,Haemolymph juvenile hormone binding protein (JHBP)
C,ENOG410IGVM,FAD binding
O,ENOG410IGV3,subtilase family
S,ENOG410IGV2,Ankyrin repeat
J,ENOG410IGV1,mitochondrial ribosomal protein S34
S,ENOG410IGV0,flavin-containing amine oxidasedehydrogenase
K,ENOG410IGV7,Scarecrow-like protein
U,ENOG410IGV6,RELT-like 1
S,ENOG410IGV5,DASH complex subunit Ask1
M,ENOG410IGV4,cellulose synthase
O,ENOG410IGV9,F-box protein 7
S,ENOG410IGV8,Pfam:DUF672
S,ENOG410K6P1,NA
S,ENOG410K6P6,NA
S,ENOG410K6P7,NA
S,ENOG410K6P4,NA
S,ENOG410K6P5,NA
S,ENOG410JY3C,Vps51/Vps67
G,ENOG410IIRV,Controls the pigmentation pattern of the adult cuticle and larval mouth parts
S,ENOG410K6PJ,Snare region anchored in the vesicle membrane C-terminus
T,ENOG410IIRB,Olfactory receptor
S,ENOG410K6PA,NA
S,ENOG410K6PF,NA
S,ENOG410K6PE,NA
S,ENOG410JY3B,NA
S,ENOG410K6PX,NA
S,ENOG410K6PY,NA
S,ENOG410K6PR,NA
S,ENOG410K6PQ,NA
S,ENOG410K6PW,NA
S,ENOG410K11V,Inherit from COG: Rna-binding protein
S,ENOG410K11T,NA
S,ENOG410K11U,NA
S,ENOG410K11S,NA
S,ENOG410K11P,NA
S,ENOG410K11Z,NA
S,ENOG410K11F,NA
S,ENOG410K11A,NA
S,ENOG410K11N,NA
V,ENOG410K11M,Dual specificity phosphatase catalytic domain
S,ENOG410K11H,NA
S,ENOG410K11I,NA
S,ENOG410K116,NA
S,ENOG410K117,NA
S,ENOG410K112,NA
S,ENOG410K113,NA
S,ENOG410K110,NA
S,ENOG410K111,NA
S,ENOG410JGDX,NA
S,ENOG410JGDY,Inherit from NOG: domain protein
L,ENOG410JGDZ,NA
T,ENOG410JGDP,STYKc
S,ENOG410JGDQ,NA
L,ENOG410JGDR,NA
S,ENOG410JGDS,NA
S,ENOG410JGDT,NA
T,ENOG410JGDU,Gibberellin regulated protein
S,ENOG410JGDV,NA
S,ENOG410JGDW,Plant mobile domain
S,ENOG410JGDH,DUF1645 domain containing protein
S,ENOG410JGDI,NA
S,ENOG410JGDJ,NA
S,ENOG410JGDK,NA
J,ENOG410JGDM,DEAD/DEAH box helicase
T,ENOG410JGDN,Carcinoembryonic antigen-related cell adhesion molecule
G,ENOG410JGDA,Isocitrate lyase family
S,ENOG410JGDB,whole genome shotgun sequence
S,ENOG410JGDC,Odorant-binding protein
S,ENOG410JGDD,NA
K,ENOG410JGDE,auxin-responsive protein
S,ENOG410JGDF,Protein of unknown function (DUF3237)
S,ENOG410JGDG,NA
S,ENOG410K3I8,chromosomal passenger protein
S,ENOG410K3I9,NA
S,ENOG410K3I0,NA
S,ENOG410K3I1,NA
S,ENOG410K3I2,NA
S,ENOG410K3I3,NA
S,ENOG410K3I4,Inherit from NOG: LTV1 homolog (S. cerevisiae)
S,ENOG410K3I5,NA
S,ENOG410K3I6,NA
S,ENOG410K3I7,NA
S,ENOG410K3IH,NA
S,ENOG410K3II,NA
S,ENOG410K3IJ,NA
S,ENOG410K3IK,NA
S,ENOG410K3IM,Inherit from NOG: UTP20 small subunit (SSU) processome component homolog (yeast)
S,ENOG410K3IN,NA
S,ENOG410K3IA,NA
S,ENOG410K3IB,NA
S,ENOG410K3IC,NA
S,ENOG410K3ID,NA
S,ENOG410K3IE,NA
S,ENOG410K3IF,NA
S,ENOG410K3IG,NA
S,ENOG410K3IX,NA
S,ENOG410K3IY,nucleic acid binding protein
S,ENOG410K3IZ,NA
S,ENOG410K3IP,NA
S,ENOG410K3IQ,NA
S,ENOG410K3IR,NA
S,ENOG410K3IS,NA
S,ENOG410K3IT,NA
S,ENOG410K3IU,NA
S,ENOG410K3IV,NA
S,ENOG410K3IW,NA
S,ENOG410JGD8,Protein of unknown function (DUF1415)
L,ENOG410JGD9,NA
S,ENOG410JGD0,NA
S,ENOG410JGD1,family with sequence similarity 186 member A
S,ENOG410JGD2,NA
S,ENOG410JGD3,Cathelicidin
S,ENOG410JGD4,Zeta toxin
K,ENOG410JGD5,Bacterial regulatory helix-turn-helix protein lysR family
S,ENOG410JGD6,NA
S,ENOG410JGD7,NA
S,ENOG410JJF7,Meiotically up-regulated glycoproteins C-terminal
G,ENOG410INX1,PGAM
S,ENOG410JJFH,NA
S,ENOG410JT5X,NA
S,ENOG410JEMX,NA
S,ENOG410KQ96,NA
S,ENOG410KBSZ,NA
P,ENOG410KBSY,Ligand-gated ion channel
S,ENOG410KBSX,7tm Chemosensory receptor
S,ENOG410KBSS,GYR motif
S,ENOG410KBSQ,NA
S,ENOG410KBSP,NA
S,ENOG410KBSW,NA
P,ENOG410KBSV,NA
S,ENOG410KBST,NA
S,ENOG410KBSJ,NA
S,ENOG410KBSH,NA
S,ENOG410KBSM,7tm Odorant receptor
S,ENOG410KBSC,NA
S,ENOG410KBSB,DM4/DM12 family
S,ENOG410KBSA,NA
S,ENOG410KBSG,Chitin binding Peritrophin-A domain
S,ENOG410KBSF,BESS motif
S,ENOG410KBSE,chitin-based cuticle development
S,ENOG410KBSD,7tm Chemosensory receptor
S,ENOG410KBS9,NA
S,ENOG410KBS8,NA
S,ENOG410KBS3,NA
S,ENOG410KBS2,PhBP
S,ENOG410KBS1,NA
S,ENOG410KBS7,NA
S,ENOG410KBS6,NA
S,ENOG410KBS5,NA
S,ENOG410KBS4,NA
S,ENOG410KCTT,Ion transport protein
C,ENOG410J0BK,NADH dehydrogenase (Ubiquinone) 1 beta subcomplex 2 8kDa
S,ENOG410J0BJ,NA
L,ENOG410J0BE,NA
S,ENOG410J0BG,Conserved hypothetical protein
T,ENOG410JEN1,chemokine (C-X-C motif) ligand 13
O,ENOG410JEN3,membrane-anchored ubiquitin-fold protein 3-like
S,ENOG410JEN4,NA
S,ENOG410JYBT,NA
S,ENOG410JEN6,NA
S,ENOG410JEN7,NA
S,ENOG410JYBU,Tim17/Tim22/Tim23/Pmp24 family
S,ENOG410JYBW,Protein of unknown function (DUF2439)
S,ENOG410KFXY,NA
S,ENOG410JYBX,NA
S,ENOG410JENS,NA
S,ENOG410JENT,F-box domain
S,ENOG410JENU,NA
U,ENOG410JEPA,MarC family integral membrane protein
S,ENOG410JENW,SAM domain (Sterile alpha motif)
S,ENOG410JYBD,NA
S,ENOG410JYBE,NA
S,ENOG410INXI,NA
S,ENOG410JK59,RNA cap guanine-N2 methyltransferase
S,ENOG410JK58,NA
S,ENOG410JK53,NA
S,ENOG410JK52,NA
S,ENOG410JK51,NA
T,ENOG410JK50,BolA-like protein
S,ENOG410JK57,NA
U,ENOG410JK56,NA
S,ENOG410JK55,Bacterial alpha-L-rhamnosidase
S,ENOG410JK54,NA
S,ENOG410JK5K,GAL4
S,ENOG410JK5J,NA
S,ENOG410JK5I,NA
S,ENOG410JK5H,NA
S,ENOG410JK5N,NA
L,ENOG410JK5M,NA
S,ENOG410JK5C,NA
S,ENOG410JK5B,NA
S,ENOG410JK5A,NA
S,ENOG410JK5G,NA
D,ENOG410JK5F,cyclin-dependent protein kinase inhibitor
S,ENOG410JK5E,NA
S,ENOG410JK5D,NA
Q,ENOG410INXJ,KR domain
S,ENOG410JK5Z,NA
S,ENOG410JK5Y,NA
S,ENOG410JK5S,NA
S,ENOG410JK5R,NA
S,ENOG410JK5Q,NA
S,ENOG410JK5P,NA
S,ENOG410JK5W,NA
S,ENOG410JK5V,NA
S,ENOG410JK5U,NA
S,ENOG410JK5T,FBD
S,ENOG410JYVX,NA
S,ENOG410JYVU,NA
S,ENOG410JYVS,NA
S,ENOG410JYVM,NA
S,ENOG410JYVN,NA
S,ENOG410JYVK,NA
S,ENOG410JYVG,RWP-RK domain
S,ENOG410JYVA,NA
S,ENOG410JYVC,NA
K,ENOG410JECZ,Inherit from COG: NAD-dependent protein deacetylase which modulates the activities of several enzymes which are inactive in their acetylated form
G,ENOG410JECX,Bacterial fructose-16-bisphosphatase glpX-encoded
T,ENOG410IR6R,sushi nidogen and EGF-like domains 1
W,ENOG410JJ98,Galactoside-binding lectin
S,ENOG410J652,NA
S,ENOG410J653,NA
S,ENOG410J650,RNA recognition motif. (a.k.a. RRM RBD or RNP domain)
S,ENOG410J651,NA
S,ENOG410J659,NA
S,ENOG410J65R,NA
S,ENOG410J65S,NA
L,ENOG410J65P,DNA polymerase delta subunit
S,ENOG410J65Q,Pathogenesis-related protein Bet v I family
A,ENOG410J65V,Conserved hypothetical protein
T,ENOG410J65W,tumor necrosis factor (ligand) superfamily member 18
S,ENOG410J65T,SPRY domain
S,ENOG410J65U,CAAX protease self-immunity
S,ENOG410J65Z,NA
J,ENOG410J65X,ribosomal protein L33
S,ENOG410J65Y,Inherit from NOG: zinc finger
S,ENOG410J65C,Transcriptional regulatory protein LGE1
S,ENOG410J65D,Inherit from NOG: Estrogen receptor binding site associated antigen 9
S,ENOG410J65H,NA
S,ENOG410J65I,NA
J,ENOG410J65N,Inherit from NOG: Mitochondrial ribosomal protein S36
S,ENOG410JX9S,NA
S,ENOG410JY30,NA
S,ENOG410J4U4,NA
G,ENOG410J4U5,Pfam:DUF894
S,ENOG410J4U6,MAGE family
S,ENOG410J4U7,NA
S,ENOG410J4U0,NA
O,ENOG410J4U1,Inherit from COG: protein N-acetylglucosaminyltransferase activity
S,ENOG410J4U2,NA
S,ENOG410J4U3,NA
S,ENOG410J4U8,NA
S,ENOG410J4U9,Conserved hypothetical protein
T,ENOG410INXW,Leucine rich repeat N-terminal domain
S,ENOG410J4UT,NA
T,ENOG410J4UU,SH3 domain containing protein
S,ENOG410J4UV,Inherit from NOG: In the hair cortex hair keratin intermediate filaments are embedded in an interfilamentous matrix consisting of hair keratin-associated proteins (KRTAP) which are essential for the formation of a rigid and resistant hair shaft through their extensive disulfide bond cross-linking with abundant cysteine residues of hair keratins. The matrix proteins include the high- sulfur and high-glycine-tyrosine keratins
M,ENOG410J4UW,SmpB protein
S,ENOG410J4UP,Inherit from NOG: conserved hypothetical protein
S,ENOG410J4UQ,NA
S,ENOG410J4UR,Inherit from NOG: nucleolar protein 4
S,ENOG410J4US,Inherit from NOG: cell surface- associated
S,ENOG410J4UX,NA
S,ENOG410J4UY,NA
U,ENOG410J4UZ,noncompact myelin associated protein
S,ENOG410J4UD,Hemimethylated DNA-binding protein YccV like
S,ENOG410J4UE,protein EPIDERMAL PATTERNING FACTOR
S,ENOG410J4UF,NA
T,ENOG410J4UG,chemokine (C-C motif) ligand 19
S,ENOG410J4UA,lipid transfer-like protein
S,ENOG410J4UB,NA
O,ENOG410J4UC,RING
S,ENOG410J4UM,Inherit from NOG: CAP_GLY
S,ENOG410J4UN,NA
S,ENOG410J4UH,spermatogenesis associated multipass transmembrane protein
S,ENOG410J4UI,Insect pheromone-binding family A10/OS-D
S,ENOG410J4UJ,NA
S,ENOG410J4UK,Conserved hypothetical protein
O,ENOG410JPZN,Zinc finger C3HC4 type (RING finger)
S,ENOG410JB0Y,Caspase recruitment domain
S,ENOG410JB0X,integral membrane protein
U,ENOG410JB0Z,NA
O,ENOG410JB0Q,DnaJ
S,ENOG410JB0P,CAP10
S,ENOG410JB0S,NA
S,ENOG410JB0R,Nucleotide-diphospho-sugar transferase
S,ENOG410JB0U,NA
S,ENOG410JB0W,NA
K,ENOG410JB0V,Transcription factor
S,ENOG410JB0J,NA
G,ENOG410JB0N,Glycosyl hydrolases family 43
S,ENOG410JB0A,NA
CH,ENOG410JB0C,FAD binding domain
CH,ENOG410JB0E,FAD binding domain
L,ENOG410JB0D,NA
S,ENOG410JB0G,Glycosyl hydrolase family 61
S,ENOG410JB0F,armadillo repeat containing X-linked 4
Q,ENOG410JB09,Cytochrome P450
T,ENOG410JB08,killer cell immunoglobulin-like receptor
S,ENOG410JB01,NA
S,ENOG410JB00,Myosin-crossreactive antigen
S,ENOG410JB03,Fungal specific transcription factor domain 
S,ENOG410JB02,IGc1
G,ENOG410JB05,Endo-14-beta-xylanase
T,ENOG410JB07,STYKc
S,ENOG410JB06,Leucine rich repeat N-terminal domain
M,ENOG410JPZQ,Glycosyl transferases group 1
S,ENOG410KANB,Protein of unknown function (DUF1096)
S,ENOG410KH1T,NA
S,ENOG410J1JA,immediate early response 3-interacting protein
S,ENOG410J1JB,chromosome 20 open reading frame 144
S,ENOG410J1JC,NA
S,ENOG410J1JD,alpha/beta hydrolase fold
S,ENOG410J1JE,NA
S,ENOG410J1JF,NA
S,ENOG410J1JG,Conserved hypothetical protein
S,ENOG410J1JI,chromosome 5 open reading frame 52
S,ENOG410J1JN,NA
K,ENOG410J1JP,spermatogenesis and oogenesis specific basic helix-loop-helix 1
S,ENOG410J1JQ,NA
S,ENOG410J1JR,NA
S,ENOG410J1JS,NA
O,ENOG410J1JU,NA
S,ENOG410J1JW,Auxin responsive protein
Q,ENOG410J1J0,short chain dehydrogenase
S,ENOG410J1J1,NA
K,ENOG410J1J2,Basic region leucine zipper
S,ENOG410J1J3,NA
W,ENOG410J1J4,NA
S,ENOG410J1J6,NA
S,ENOG410J1J7,ZnF_U1
S,ENOG410JPZS,NA
S,ENOG410JRTC,NA
S,ENOG410JH9K,Inherit from COG: GTPase that plays an essential role in the late steps of ribosome biogenesis (By similarity)
L,ENOG410JDG1,Tetratricopeptide repeat
A,ENOG410JY4I,FF domain
S,ENOG410JTNM,Armadillo/beta-catenin-like repeat
S,ENOG410JDGH,NA
L,ENOG410JDGI,NA
S,ENOG410KMQM,NA
S,ENOG410IH2E,Pfam:YbaK
O,ENOG410IH2A,NA
K,ENOG410IH2B,transcription factor
S,ENOG410IH2N,Chromosome 7 open reading frame 60
H,ENOG410IZFI,Dihydroneopterin aldolase
M,ENOG410JSAN,Fasciclin domain
S,ENOG410JT8I,cysteine histidine-rich C1
K,ENOG410JT8H,Transcriptional factor B3 family protein
S,ENOG410JJF8,NA
S,ENOG410JJF3,NA
S,ENOG410JJF2,NA
S,ENOG410JJF0,Cupin domain
O,ENOG410JJF6,Clan CA family C54 ATG4-like cysteine peptidase
T,ENOG410JJF5,FHA domain
S,ENOG410JJF4,NA
S,ENOG410JJFZ,NA
S,ENOG410JJFY,NA
S,ENOG410JJFX,NA
S,ENOG410JJFS,NA
O,ENOG410JJFR,NA
S,ENOG410JJFQ,NA
S,ENOG410JJFP,NA
S,ENOG410JJFW,NA
T,ENOG410JJFV,RhoGAP
L,ENOG410JJFU,NA
S,ENOG410JJFT,Protein of unknown function (DUF3245)
S,ENOG410JJFK,NA
S,ENOG410JJFJ,NA
S,ENOG410JJFI,NA
S,ENOG410JJFN,NA
S,ENOG410JJFC,NA
S,ENOG410JJFB,NA
S,ENOG410JJFA,NA
S,ENOG410JJFG,Protein of unknown function (DUF1350)
S,ENOG410JJFF,NA
S,ENOG410JJFE,NA
S,ENOG410JJFD,NA
S,ENOG410JXBE,NA
S,ENOG410JXBD,NA
S,ENOG410JYHU,NA
S,ENOG410JXBC,Gamma-thionin family
S,ENOG410IYE8,Tetraspanin family
S,ENOG410IYE9,NA
S,ENOG410IYE4,NA
S,ENOG410IYE5,NA
S,ENOG410IYE6,NA
D,ENOG410IYE7,NA
K,ENOG410IYE0,Fungal_trans
S,ENOG410IYE1,Uncharacterized conserved protein
S,ENOG410IYE2,Cryptococcal mannosyltransferase 1 
F,ENOG410IYE3,phosphorylase
S,ENOG410IYEX,TLR4 regulator and MIR-interacting MSAP
S,ENOG410IYEY,Conserved hypothetical protein
S,ENOG410IYEZ,NA
S,ENOG410IYET,Thaumatin family
T,ENOG410IYEU,NA
S,ENOG410IYEV,Acetyltransferase (GNAT) family
G,ENOG410IYEW,Ribonuclease RNase A family k6
S,ENOG410IYEP,VQ motif
S,ENOG410IYEQ,Heterokaryon incompatibility protein (HET)
G,ENOG410IYER,KDPG and KHG aldolase
S,ENOG410IYES,NA
S,ENOG410IYEM,Inherit from COG: Alpha beta hydrolase
G,ENOG410IYEN,Ribonuclease RNase A family 1 (Pancreatic)
S,ENOG410IYEH,HI0933-like protein
K,ENOG410IYEI,basic helix-loop-helix (bHLH) family protein
S,ENOG410IYEJ,chromosome 8 open reading frame 40
S,ENOG410IYEK,Protein of unknown function (DUF1677)
S,ENOG410IYED,NA
S,ENOG410IYEE,GAL4
S,ENOG410IYEF,NA
S,ENOG410IYEG,GPR1/FUN34/yaaH family
K,ENOG410IYEA,SPT2
S,ENOG410IYEB,NA
S,ENOG410IYEC,NA
S,ENOG410KN39,NA
S,ENOG410KN38,NA
S,ENOG410KN37,Fungal Zn(2)-Cys(6) binuclear cluster domain
S,ENOG410KN36,Heterokaryon incompatibility protein (HET)
S,ENOG410KN35,NA
M,ENOG410KN34,NACHT domain
S,ENOG410KN33,Methyltransferase domain
S,ENOG410KN32,NA
S,ENOG410KN31,NA
S,ENOG410KN30,NA
S,ENOG410KN3N,NA
S,ENOG410KN3M,Heterokaryon incompatibility protein (HET)
S,ENOG410KN3K,NA
S,ENOG410KN3J,NA
S,ENOG410KN3I,NA
C,ENOG410KN3H,Oxidoreductase FAD-binding domain
I,ENOG410KN3G,Prolyl oligopeptidase family
S,ENOG410KN3E,NA
G,ENOG410KN3D,Polysaccharide deacetylase
S,ENOG410KN3C,NA
S,ENOG410KN3B,NA
S,ENOG410KN3A,NA
S,ENOG410KN3Z,NA
S,ENOG410KN3Y,NA
S,ENOG410KN3X,NA
S,ENOG410KN3W,NA
S,ENOG410KN3V,NA
S,ENOG410KN3U,NA
S,ENOG410KN3T,NA
S,ENOG410KN3S,NA
S,ENOG410KN3R,NA
S,ENOG410KN3Q,NA
S,ENOG410KN3P,NA
S,ENOG410K9HU,NA
S,ENOG410K9HT,Serpentine type 7TM GPCR chemoreceptor Srt
S,ENOG410K9HW,NA
O,ENOG410K9HV,NA
S,ENOG410K9HQ,Serpentine type 7TM GPCR chemoreceptor Sri
S,ENOG410K9HS,Serpentine type 7TM GPCR chemoreceptor Srx
S,ENOG410K9HR,NA
S,ENOG410K9HY,NA
S,ENOG410K9HZ,Serpentine type 7TM GPCR chemoreceptor Srx
S,ENOG410K9HD,NA
S,ENOG410K9HG,Serpentine type 7TM GPCR chemoreceptor Srj
S,ENOG410K9HF,Transthyretin-like family
S,ENOG410K9HA,NA
S,ENOG410K9HC,NA
S,ENOG410K9HM,NA
T,ENOG410K9HH,transcription factor) to enter the nucleus and promote female development. In XO animals it acts as a receptor for her-1 which prevents it from binding to FEM proteins thereby repressing the activity of tra-1. Negatively regulates male development when bound to fem-3 and is required together with tra-1 for promoting spermatogenesis
S,ENOG410K9HK,NA
S,ENOG410K9H7,F-box A protein family member
S,ENOG410K9H0,NA
S,ENOG410K9H3,NA
G,ENOG410JAM4,Amb_all
S,ENOG410JAM7,NA
T,ENOG410JAM1,NA
S,ENOG410JAM0,NACHT domain
A,ENOG410KQ85,WW domain
S,ENOG410KQ80,NA
S,ENOG410KQ83,NA
S,ENOG410KQ82,BAG domain
S,ENOG410IV2Z,NA
S,ENOG410JPPI,Wound-induced protein
S,ENOG410KQ8M,Protein of unknown function (DUF3760)
S,ENOG410JAMD,NA
S,ENOG410JAMG,IQ motif containing F1
L,ENOG410JAMF,NA
S,ENOG410JAMA,Conserved hypothetical protein
S,ENOG410KQ8H,NA
S,ENOG410KQ8K,NA
S,ENOG410JAMH,NA
S,ENOG410JAMK,Choline/ethanolamine kinase
S,ENOG410JAMU,Heterokaryon incompatibility protein (HET)
L,ENOG410JAMT,NA
S,ENOG410JAMW,NA
S,ENOG410JAMV,Conserved hypothetical protein
S,ENOG410KQ8Y,Fungal Zn(2)-Cys(6) binuclear cluster domain
L,ENOG410JAMP,PbH1
S,ENOG410JAMS,NA
T,ENOG410JAMR,olfactory receptor 11G2-like
S,ENOG410KQ8U,NA
S,ENOG410KQ8T,Acetyltransferase (GNAT) family
G,ENOG410KQ8W,Pfam:Muc_lac_enz
S,ENOG410KQ8V,NA
S,ENOG410JAMY,Fungal specific transcription factor domain 
S,ENOG410KQ8P,Coiled-coil domain containing protein (DUF2052)
O,ENOG410KQ8S,RICIN
L,ENOG410JAMZ,NA
O,ENOG410KDE8,Lectin C-type domain
S,ENOG410KFAX,NA
TV,ENOG410KDEC,Lectin C-type domain
TV,ENOG410KDEB,C-type lectin domain family 3 member B
TV,ENOG410KDEA,Lectin C-type domain
TV,ENOG410KDEZ,c-type lectin domain family
S,ENOG410KFAW,NA
TV,ENOG410KDEP,C-type lectin domain family 11 member A
S,ENOG410KDEU,Lectin C-type domain
TV,ENOG410KDET,selectin P (granule membrane protein 140kDa antigen CD62)
T,ENOG410KES8,Retinal cGMP phosphodiesterase gamma subunit
S,ENOG410KES9,NA
S,ENOG410KES0,NA
S,ENOG410KES1,NA
S,ENOG410KES2,NA
S,ENOG410KES3,NA
S,ENOG410KES4,NA
S,ENOG410KES5,NA
S,ENOG410KES6,Acidic fibroblast growth factor binding (FIBP) 
S,ENOG410KES7,NA
S,ENOG410KESH,NA
S,ENOG410KESM,NA
S,ENOG410K5CI,NA
S,ENOG410KESS,NA
S,ENOG410KESW,NA
S,ENOG410K5CP,NA
S,ENOG410K5CQ,NA
S,ENOG410K5CU,NA
S,ENOG410J674,NA
S,ENOG410JAV8,FAD binding domain
S,ENOG410KMHR,NA
S,ENOG410KMHX,NA
S,ENOG410KMHJ,NA
S,ENOG410J9MZ,CHK
S,ENOG410J9MV,NA
T,ENOG410J9MS,Olfactory receptor
S,ENOG410JTT9,FBOX
S,ENOG410J9MK,NA
S,ENOG410JTT7,Protein of unknown function (DUF1163)
S,ENOG410JTT6,Peroxidase
S,ENOG410JTT5,Protein of unknown function (DUF626)
S,ENOG410JTTK,NA
FH,ENOG410JTTJ,Thymidylate synthase
K,ENOG410JTTI,B3
S,ENOG410JTTN,Protein of unknown function (DUF630)
S,ENOG410JTTA,NA
T,ENOG410J9M6,transmembrane and immunoglobulin domain containing 2
T,ENOG410JTTS,Leucine rich repeat N-terminal domain
S,ENOG410JTTW,HR-like lesion-inducing 
T,ENOG410JTTV,STYKc
K,ENOG410JTTU,Helix-loop-helix DNA-binding domain
S,ENOG410JTTT,Protein of unknown function (DUF677)
S,ENOG410KMH3,NA
S,ENOG410KMH2,Glycosyl hydrolase family 61
S,ENOG410KMH8,NA
S,ENOG410KFXT,Chitin binding Peritrophin-A domain
S,ENOG410JVP3,Protein of unknown function DUF547
S,ENOG410JVP2,NA
S,ENOG410JVPK,Terpene synthase N-terminal domain
S,ENOG410JVPE,GDSL-like Lipase/Acylhydrolase
